,location,size,total_sqft,bath,price
2534,Gunjur,2.0,1063.0,2.0,40.0
2535,Gunjur,2.0,1235.0,2.0,52.76
2539,Gunjur,2.0,1235.0,2.0,44.5
2540,Gunjur,2.0,1457.0,2.0,60.0
2541,HAL 2nd Stage,3.0,1490.0,2.0,300.0
2542,HAL 2nd Stage,3.0,2100.0,3.0,252.0
2543,HAL 2nd Stage,2.0,600.0,3.0,145.0
2544,HAL 2nd Stage,3.0,2700.0,3.0,500.0
2545,HAL 2nd Stage,5.0,2040.0,4.0,500.0
2546,HBR Layout,3.0,2800.0,2.0,200.0
2547,HBR Layout,3.0,1722.0,3.0,95.0
2549,HBR Layout,2.0,1200.0,2.0,60.0
2550,HBR Layout,2.0,1004.0,2.0,49.0
2551,HBR Layout,3.0,1783.0,3.0,125.0
2552,HBR Layout,3.0,1656.0,3.0,90.0
2553,HBR Layout,2.0,1089.0,2.0,60.0
2554,HBR Layout,3.0,1700.0,3.0,110.0
2555,HBR Layout,2.0,1198.0,2.0,65.0
2557,HBR Layout,2.0,1200.0,2.0,120.0
2558,HBR Layout,3.0,1832.0,3.0,160.0
2559,HRBR Layout,2.0,1374.0,2.0,95.0
2560,HRBR Layout,2.0,1440.0,2.0,98.0
2561,HRBR Layout,3.0,1567.0,3.0,90.0
2563,HRBR Layout,2.0,1210.0,2.0,75.0
2564,HRBR Layout,2.0,1265.0,2.0,78.0
2565,HRBR Layout,2.0,1170.0,2.0,75.0
2566,HRBR Layout,3.0,1335.0,2.0,87.0
2567,HRBR Layout,4.0,1900.0,3.0,90.0
2569,HRBR Layout,2.0,1301.0,2.0,120.0
2570,HRBR Layout,2.0,1145.0,2.0,68.5
2571,HRBR Layout,2.0,1300.0,2.0,90.0
2572,HSR Layout,3.0,1400.0,3.0,56.0
2573,HSR Layout,2.0,1372.0,2.0,68.0
2574,HSR Layout,3.0,1430.0,2.0,65.0
2576,HSR Layout,2.0,1467.0,2.0,55.0
2577,HSR Layout,2.0,1140.0,2.0,46.0
2578,HSR Layout,2.0,1372.0,2.0,61.0
2580,HSR Layout,3.0,2424.0,3.0,90.0
2581,HSR Layout,2.0,1027.0,2.0,44.0
2583,HSR Layout,2.0,1140.0,2.0,46.0
2584,HSR Layout,2.0,1372.0,2.0,61.0
2585,HSR Layout,2.0,1140.0,2.0,46.0
2586,HSR Layout,2.0,1185.0,2.0,60.0
2587,HSR Layout,2.0,1127.0,2.0,68.0
2589,HSR Layout,2.0,1145.0,2.0,48.0
2590,HSR Layout,2.0,1009.0,2.0,56.0
2591,HSR Layout,2.0,1300.0,2.0,98.0
2592,HSR Layout,3.0,2400.0,3.0,88.0
2593,HSR Layout,2.0,1140.0,2.0,46.0
2594,HSR Layout,2.0,1126.0,2.0,69.0
2595,HSR Layout,3.0,1360.0,2.0,53.0
2596,HSR Layout,2.0,1140.0,2.0,46.0
2597,HSR Layout,2.0,1145.0,2.0,46.0
2598,HSR Layout,2.0,1142.0,2.0,65.0
2599,HSR Layout,2.0,1145.0,2.0,46.0
2601,HSR Layout,2.0,1203.0,2.0,72.0
2602,HSR Layout,2.0,1140.0,2.0,46.0
2603,HSR Layout,5.0,4200.0,5.0,245.0
2604,HSR Layout,2.0,1140.0,2.0,46.0
2605,HSR Layout,2.0,1145.0,2.0,46.0
2606,HSR Layout,2.0,1009.0,2.0,56.0
2607,HSR Layout,2.0,1145.0,2.0,46.0
2608,HSR Layout,2.0,1100.0,2.0,44.0
2609,HSR Layout,2.0,1203.0,2.0,60.0
2610,HSR Layout,2.0,1120.0,2.0,70.0
2611,HSR Layout,2.0,1140.0,2.0,46.0
2612,HSR Layout,2.0,1289.0,2.0,70.0
2614,HSR Layout,2.0,1203.0,2.0,60.0
2615,HSR Layout,2.0,1140.0,2.0,46.0
2616,Haralur Road,2.0,1240.0,2.0,70.0
2617,Haralur Road,2.0,1027.0,2.0,44.0
2618,Haralur Road,3.0,1464.0,3.0,56.0
2620,Haralur Road,4.0,2805.0,5.0,154.0
2621,Haralur Road,2.0,1194.0,2.0,47.0
2622,Haralur Road,2.0,1202.0,2.0,53.0
2623,Haralur Road,2.0,1056.0,2.0,61.0
2624,Haralur Road,3.0,1464.0,3.0,56.0
2626,Haralur Road,2.0,1194.0,2.0,46.0
2627,Haralur Road,4.0,2805.0,4.0,154.0
2628,Haralur Road,2.0,1225.0,2.0,67.38
2629,Haralur Road,2.0,1243.0,2.0,46.0
2630,Haralur Road,2.0,1027.0,2.0,44.0
2633,Haralur Road,2.0,1194.0,2.0,47.0
2634,Haralur Road,2.0,1140.0,2.0,43.0
2635,Haralur Road,2.0,1027.0,2.0,44.0
2636,Haralur Road,2.0,1194.0,2.0,46.0
2638,Haralur Road,2.0,1140.0,2.0,43.0
2640,Haralur Road,2.0,1092.0,2.0,44.0
2642,Haralur Road,2.0,1300.0,2.0,73.0
2643,Haralur Road,2.0,1194.0,2.0,47.0
2644,Haralur Road,2.0,1243.0,2.0,46.0
2646,Haralur Road,2.0,1225.0,2.0,67.38
2647,Haralur Road,2.0,1243.0,2.0,46.0
2649,Haralur Road,2.0,1464.0,2.0,56.0
2650,Haralur Road,2.0,1230.0,2.0,78.0
2651,Haralur Road,2.0,1000.0,2.0,44.0
2652,Haralur Road,4.0,3185.0,2.0,175.0
2653,Haralur Road,2.0,1300.0,2.0,79.0
2655,Haralur Road,2.0,1088.0,2.0,68.0
2656,Haralur Road,2.0,1027.0,2.0,44.0
2657,Haralur Road,3.0,1464.0,3.0,56.0
2658,Haralur Road,2.0,1225.0,2.0,70.0
2659,Haralur Road,3.0,1464.0,3.0,56.0
2660,Haralur Road,2.0,1194.0,2.0,46.0
2663,Haralur Road,2.0,1464.0,2.0,56.0
2665,Haralur Road,2.0,1300.0,2.0,75.0
2667,Haralur Road,2.0,1243.0,2.0,46.0
2668,Haralur Road,2.0,1027.0,2.0,44.0
2670,Haralur Road,2.0,1243.0,2.0,46.0
2671,Haralur Road,2.0,1027.0,2.0,44.0
2673,Haralur Road,2.0,1243.0,2.0,46.0
2674,Haralur Road,2.0,1243.0,2.0,46.0
2676,Haralur Road,2.0,1300.0,2.0,60.0
2679,Haralur Road,2.0,1056.0,2.0,60.0
2680,Haralur Road,2.0,1140.0,2.0,42.0
2681,Haralur Road,2.0,1245.0,2.0,62.0
2682,Haralur Road,2.0,1140.0,2.0,58.0
2683,Haralur Road,2.0,1140.0,2.0,42.0
2684,Haralur Road,2.0,1027.0,2.0,43.0
2685,Haralur Road,2.0,1194.0,2.0,47.0
2686,Haralur Road,2.0,1194.0,2.0,47.0
2689,Haralur Road,2.0,1243.0,2.0,45.0
2690,Haralur Road,2.0,1027.0,2.0,44.0
2691,Haralur Road,2.0,1194.0,2.0,46.0
2694,Haralur Road,2.0,1243.0,2.0,46.0
2695,Haralur Road,2.0,1194.0,2.0,47.0
2696,Haralur Road,4.0,2805.0,4.0,154.0
2699,Haralur Road,2.0,1056.0,2.0,65.0
2701,Haralur Road,2.0,1243.0,2.0,46.0
2702,Haralur Road,1.0,575.0,1.0,38.0
2703,Haralur Road,2.0,1194.0,2.0,46.0
2704,Haralur Road,2.0,1243.0,2.0,46.0
2705,Haralur Road,2.0,1194.0,2.0,46.0
2706,Haralur Road,2.0,1140.0,2.0,43.0
2708,Haralur Road,2.0,1194.0,2.0,47.0
2709,Haralur Road,2.0,1194.0,2.0,47.0
2710,Haralur Road,3.0,1464.0,3.0,56.0
2711,Haralur Road,2.0,1243.0,2.0,46.0
2714,Haralur Road,2.0,1243.0,2.0,46.0
2715,Haralur Road,2.0,1243.0,2.0,46.0
2716,Haralur Road,2.0,1243.0,2.0,46.0
2718,Haralur Road,2.0,1225.0,2.0,77.0
2719,Haralur Road,2.0,1285.0,2.0,78.0
2720,Haralur Road,2.0,1225.0,2.0,67.48
2721,Haralur Road,2.0,1225.0,2.0,69.84
2722,Haralur Road,2.0,1200.0,2.0,46.0
2723,Haralur Road,2.0,1315.0,2.0,85.0
2725,Haralur Road,2.0,1300.0,2.0,75.0
2726,Haralur Road,2.0,1309.0,2.0,82.0
2727,Haralur Road,2.0,1027.0,1.0,44.0
2728,Haralur Road,2.0,1243.0,2.0,46.0
2729,Haralur Road,2.0,1243.0,2.0,46.0
2730,Haralur Road,2.0,1140.0,2.0,43.0
2731,Haralur Road,2.0,1300.0,2.0,75.0
2732,Haralur Road,2.0,1243.0,2.0,46.0
2734,Haralur Road,2.0,1230.0,2.0,67.65
2735,Haralur Road,2.0,1194.0,2.0,46.0
2736,Haralur Road,2.0,1092.0,2.0,44.0
2737,Haralur Road,3.0,1464.0,3.0,56.0
2741,Haralur Road,2.0,1200.0,2.0,46.0
2742,Haralur Road,2.0,1243.0,2.0,46.0
2744,Harlur,2.0,1508.0,2.0,77.0
2746,Harlur,3.0,2450.0,3.0,120.0
2747,Harlur,3.0,1460.0,3.0,73.0
2749,Harlur,2.0,1174.0,2.0,69.0
2750,Harlur,2.0,1033.0,2.0,49.0
2751,Harlur,2.0,1197.0,2.0,84.0
2753,Harlur,2.0,1174.0,2.0,76.0
2755,Harlur,2.0,1290.0,2.0,85.0
2759,Harlur,2.0,1152.0,2.0,69.0
2760,Harlur,2.0,1290.0,2.0,87.0
2765,Harlur,4.0,1884.0,4.0,120.0
2766,Harlur,2.0,1197.0,2.0,79.0
2767,Harlur,2.0,1174.0,2.0,78.0
2768,Harlur,3.0,1730.0,3.0,100.0
2769,Harlur,3.0,2138.0,3.0,110.0
2770,Harlur,2.0,1200.0,2.0,52.0
2771,Harlur,2.0,1197.0,2.0,79.0
2773,Harlur,2.0,1174.0,2.0,75.0
2776,Harlur,3.0,1414.0,3.0,77.5
2777,Harlur,3.0,1630.0,3.0,95.1
2782,Harlur,2.0,1331.0,2.0,88.0
2784,Harlur,2.0,1133.0,2.0,55.0
2787,Harlur,2.0,1197.0,2.0,82.0
2788,Harlur,2.0,1303.0,2.0,90.0
2790,Harlur,2.0,1174.0,2.0,75.0
2792,Harlur,2.0,1197.0,2.0,78.0
2793,Harlur,2.0,1290.0,2.0,89.9
2794,Harlur,2.0,1386.0,2.0,85.0
2795,Harlur,2.0,1174.0,2.0,74.0
2796,Harlur,2.0,1174.0,2.0,78.0
2797,Harlur,3.0,1710.0,3.0,85.0
2799,Harlur,4.0,2820.0,4.0,153.5
2801,Harlur,3.0,1710.0,3.0,85.0
2802,Harlur,2.0,1197.0,2.0,77.0
2805,Harlur,2.0,1225.0,2.0,56.0
2806,Harlur,2.0,1197.0,2.0,76.0
2807,Harlur,3.0,2137.0,3.0,110.0
2808,Harlur,2.0,1197.0,2.0,75.0
2810,Harlur,2.0,1197.0,2.0,79.9
2811,Harlur,2.0,936.0,2.0,45.0
2813,Harlur,2.0,1370.0,2.0,88.0
2814,Harlur,2.0,1335.0,2.0,72.76
2817,Hebbal,3.0,1900.0,3.0,119.0
2818,Hebbal,2.0,1349.0,2.0,98.2
2823,Hebbal,2.0,1337.0,2.0,82.0
2824,Hebbal,2.0,1349.0,2.0,98.0
2825,Hebbal,3.0,1255.0,2.0,77.68
2826,Hebbal,3.0,1355.0,3.0,83.87
2828,Hebbal,2.0,687.325,2.0,42.72
2832,Hebbal,2.0,1080.0,2.0,54.0
2833,Hebbal,2.0,812.0,2.0,55.0
2835,Hebbal,2.0,1075.0,2.0,52.0
2839,Hebbal,3.0,1255.0,2.0,77.68
2840,Hebbal,2.0,823.0,2.0,50.63
2841,Hebbal,2.0,1420.0,2.0,123.0
2842,Hebbal,3.0,1069.0,3.0,65.4
2843,Hebbal,2.0,1420.0,2.0,99.39
2847,Hebbal,3.0,1550.0,2.0,75.0
2848,Hebbal,2.0,1420.0,2.0,99.39
2849,Hebbal,3.0,1355.0,3.0,83.87
2850,Hebbal,2.0,1440.0,2.0,115.0
2851,Hebbal,2.0,1100.0,2.0,54.0
2852,Hebbal,3.0,1355.0,3.0,83.87
2854,Hebbal,3.0,1255.0,2.0,77.68
2855,Hebbal,2.0,1420.0,2.0,107.0
2856,Hebbal,2.0,1320.0,2.0,92.0
2857,Hebbal,2.0,919.0,2.0,49.0
2860,Hebbal,3.0,1355.0,3.0,83.87
2864,Hebbal,2.0,1251.0,2.0,88.73
2872,Hebbal,3.0,1255.0,3.0,77.68
2873,Hebbal,3.0,1586.0,3.0,90.0
2878,Hebbal,3.0,1269.0,2.0,73.0
2880,Hebbal,2.0,1088.0,2.0,61.45
2881,Hebbal,2.0,1349.0,2.0,97.8
2882,Hebbal,3.0,1255.0,3.0,77.68
2883,Hebbal,2.0,1344.0,2.0,108.0
2885,Hebbal,3.0,1255.0,3.0,77.68
2886,Hebbal,2.0,1138.0,2.0,110.0
2888,Hebbal,2.0,1088.0,2.0,62.0
2891,Hebbal,2.0,1299.0,2.0,100.0
2892,Hebbal,2.0,1200.0,2.0,60.0
2894,Hebbal,2.0,1390.0,2.0,95.0
2895,Hebbal,2.0,1333.0,2.0,100.0
2896,Hebbal,3.0,1355.0,3.0,83.87
2899,Hebbal,3.0,1860.0,3.0,95.0
2902,Hebbal,2.0,1333.0,2.0,104.0
2905,Hebbal,2.0,1345.0,2.0,97.0
2906,Hebbal,3.0,1110.0,3.0,59.0
2907,Hebbal,2.0,985.0,2.0,62.0
2908,Hebbal,2.0,1320.0,2.0,91.0
2910,Hebbal,2.0,1040.0,2.0,55.0
2911,Hebbal,3.0,1315.0,3.0,65.0
2913,Hebbal,2.0,1075.0,2.0,52.0
2917,Hebbal,3.0,1355.0,3.0,83.87
2918,Hebbal,2.0,1420.0,2.0,99.39
2919,Hebbal,3.0,1590.0,3.0,96.0
2921,Hebbal,2.0,1162.0,2.0,69.0
2922,Hebbal,2.0,1100.0,2.0,60.0
2924,Hebbal,2.0,1299.0,2.0,97.0
2925,Hebbal,3.0,1255.0,3.0,77.68
2932,Hebbal,2.0,1420.0,2.0,99.26
2933,Hebbal,2.0,1252.0,2.0,92.0
2935,Hebbal,2.0,1162.0,2.0,59.0
2936,Hebbal,2.0,1294.0,2.0,115.0
2938,Hebbal,2.0,1150.0,2.0,57.0
2940,Hebbal,3.0,1430.0,3.0,85.0
2943,Hebbal,2.0,1349.0,2.0,98.0
2945,Hebbal,2.0,1349.0,2.0,96.8
2946,Hebbal Kempapura,3.0,1700.0,3.0,155.0
2947,Hebbal Kempapura,3.0,1800.0,3.0,175.0
2948,Hebbal Kempapura,3.0,2900.0,4.0,300.0
2949,Hebbal Kempapura,3.0,3522.0,3.0,380.0
2950,Hebbal Kempapura,5.0,2280.0,5.0,200.0
2951,Hebbal Kempapura,2.0,1200.0,2.0,125.0
2952,Hebbal Kempapura,3.0,2900.0,4.0,240.0
2953,Hebbal Kempapura,4.0,3900.0,5.0,360.0
2954,Hebbal Kempapura,2.0,1300.0,2.0,102.0
2955,Hebbal Kempapura,3.0,1466.0,2.0,140.0
2956,Hebbal Kempapura,4.0,3900.0,5.0,310.0
2957,Hebbal Kempapura,3.0,1725.0,2.0,165.0
2958,Hebbal Kempapura,3.0,1200.0,3.0,125.0
2959,Hebbal Kempapura,3.0,3408.0,3.0,260.0
2960,Hebbal Kempapura,2.0,1485.0,3.0,132.0
2961,Hebbal Kempapura,2.0,1400.0,2.0,108.0
2962,Hebbal Kempapura,3.0,1800.0,3.0,150.0
2963,Hebbal Kempapura,5.0,2400.0,5.0,200.0
2964,Hebbal Kempapura,5.0,2800.0,5.0,220.0
2965,Hebbal Kempapura,3.0,1785.0,3.0,165.0
2967,Hebbal Kempapura,3.0,1600.0,3.0,170.0
2968,Hebbal Kempapura,3.0,1730.0,3.0,175.0
2969,Hebbal Kempapura,4.0,2485.0,4.0,198.0
2970,Hegde Nagar,3.0,1569.0,3.0,101.0
2971,Hegde Nagar,6.0,3000.0,7.0,210.0
2972,Hegde Nagar,3.0,2026.0,3.0,132.0
2973,Hegde Nagar,3.0,1801.0,3.0,115.0
2974,Hegde Nagar,2.0,1050.0,1.0,56.0
2975,Hegde Nagar,2.0,1341.0,2.0,97.0
2976,Hegde Nagar,3.0,2112.95,4.0,145.0
2978,Hegde Nagar,3.0,1703.0,3.0,113.0
2979,Hegde Nagar,3.0,1570.0,3.0,105.0
2980,Hegde Nagar,3.0,1801.0,3.0,140.0
2981,Hegde Nagar,3.0,1584.01,3.0,103.0
2982,Hegde Nagar,3.0,1965.0,4.0,125.0
2983,Hegde Nagar,2.0,1200.0,2.0,75.0
2984,Hegde Nagar,3.0,1847.0,3.0,135.0
2985,Hegde Nagar,3.0,1965.0,4.0,132.0
2986,Hegde Nagar,3.0,1703.0,3.0,125.0
2987,Hegde Nagar,3.0,1847.0,3.0,125.0
2988,Hegde Nagar,3.0,2144.6,4.0,145.0
2989,Hegde Nagar,3.0,1718.0,3.0,119.0
2990,Hegde Nagar,3.0,1847.0,3.0,123.0
2991,Hegde Nagar,2.0,1340.0,2.0,72.0
2992,Hegde Nagar,3.0,2087.01,3.0,115.0
2993,Hegde Nagar,3.0,1703.0,3.0,130.0
2994,Hegde Nagar,3.0,2087.01,4.0,135.0
2995,Hegde Nagar,3.0,1718.0,3.0,130.0
2996,Hegde Nagar,3.0,1884.0,4.0,118.0
2997,Hegde Nagar,3.0,1930.0,4.0,122.0
2998,Hegde Nagar,3.0,1584.01,3.0,104.0
2999,Hegde Nagar,3.0,1168.0,2.0,68.0
3000,Hegde Nagar,3.0,2162.03,4.0,129.0
3001,Hegde Nagar,3.0,2087.01,4.0,160.0
3002,Hegde Nagar,2.0,1000.0,2.0,66.0
3003,Hegde Nagar,3.0,1348.0,2.0,80.5
3004,Hennur,2.0,1075.0,2.0,52.0
3005,Hennur,2.0,1255.0,2.0,52.32
3006,Hennur,2.0,1225.0,2.0,57.0
3007,Hennur,2.0,1255.0,2.0,57.5
3008,Hennur,2.0,1259.0,2.0,57.0
3009,Hennur,2.0,1255.0,2.0,53.5
3010,Hennur,2.0,1285.0,2.0,60.0
3011,Hennur,2.0,1285.0,2.0,60.0
3012,Hennur,2.0,1100.0,2.0,60.0
3013,Hennur,2.0,1231.0,2.0,48.0
3014,Hennur,2.0,1255.0,2.0,58.0
3015,Hennur,2.0,1040.0,2.0,42.12
3016,Hennur,2.0,1255.0,2.0,54.5
3017,Hennur,2.0,1041.0,2.0,40.6
3018,Hennur,3.0,1340.0,3.0,54.24
3019,Hennur,2.0,1255.0,2.0,55.5
3020,Hennur,3.0,1260.0,2.0,52.0
3021,Hennur,2.0,1231.0,2.0,50.0
3022,Hennur,5.0,2500.0,5.0,125.0
3023,Hennur,2.0,1160.0,2.0,49.0
3025,Hennur,2.0,1255.0,2.0,53.5
3026,Hennur,2.0,1255.0,2.0,55.5
3027,Hennur,2.0,1100.0,2.0,44.55
3028,Hennur,2.0,1255.0,2.0,57.5
3029,Hennur,2.0,960.0,2.0,48.0
3030,Hennur,2.0,1020.0,2.0,48.0
3031,Hennur,2.0,1255.0,2.0,52.32
3032,Hennur,2.0,1295.0,2.0,64.0
3034,Hennur,3.0,1655.0,2.0,70.5
3036,Hennur,2.0,1255.0,2.0,58.0
3037,Hennur,2.0,1420.0,2.0,62.0
3038,Hennur,2.0,1155.0,2.0,54.5
3039,Hennur,2.0,1255.0,2.0,52.32
3040,Hennur,2.0,1255.0,2.0,52.35
3041,Hennur,4.0,3517.0,2.0,161.5
3042,Hennur,3.0,1340.0,2.0,54.27
3043,Hennur,2.0,1255.0,2.0,54.5
3046,Hennur,2.0,1255.0,2.0,55.5
3047,Hennur,2.0,1255.0,2.0,53.57
3048,Hennur,2.0,1255.0,2.0,56.5
3049,Hennur,2.0,1050.0,2.0,42.73
3050,Hennur,2.0,1295.0,2.0,62.0
3053,Hennur Road,8.0,5000.0,8.0,250.0
3054,Hennur Road,2.0,1385.0,2.0,83.09
3055,Hennur Road,2.0,1317.5,2.0,63.77
3056,Hennur Road,3.0,1500.0,2.0,62.0
3058,Hennur Road,2.0,1157.0,2.0,84.0
3062,Hennur Road,3.0,1192.0,2.0,60.0
3065,Hennur Road,2.0,1232.0,2.0,89.0
3066,Hennur Road,2.0,1065.0,2.0,42.6
3067,Hennur Road,3.0,1482.0,2.0,83.73
3071,Hennur Road,2.0,1232.0,2.0,69.61
3072,Hennur Road,2.0,987.0,2.0,49.0
3073,Hennur Road,3.0,1804.0,3.0,102.0
3075,Hennur Road,3.0,1186.0,2.0,63.0
3077,Hennur Road,2.0,1065.0,2.0,42.6
3078,Hennur Road,2.0,1385.0,2.0,83.09
3079,Hennur Road,3.0,1186.0,2.0,56.0
3083,Hennur Road,3.0,1664.0,2.0,93.865
3085,Hennur Road,2.0,901.0,2.0,49.5
3088,Hennur Road,2.0,1182.0,2.0,82.5
3089,Hennur Road,3.0,1192.0,2.0,62.0
3090,Hennur Road,2.0,1036.0,2.0,59.46
3092,Hennur Road,2.0,1232.0,2.0,69.61
3093,Hennur Road,3.0,1804.0,3.0,102.0
3096,Hennur Road,2.0,1480.0,2.0,65.0
3099,Hennur Road,2.0,1036.0,2.0,59.45
3101,Hennur Road,2.0,1359.0,2.0,104.0
3102,Hennur Road,2.0,1341.0,2.0,75.76
3103,Hennur Road,2.0,1040.0,2.0,50.0
3104,Hennur Road,3.0,1685.0,3.0,95.0
3105,Hennur Road,2.0,1414.0,2.0,84.18
3107,Hennur Road,2.0,1232.0,2.0,89.0
3111,Hennur Road,2.0,1232.0,2.0,87.0
3112,Hennur Road,2.0,1232.0,2.0,74.0
3113,Hennur Road,2.0,1232.0,2.0,66.0
3114,Hennur Road,2.0,1341.0,2.0,95.0
3115,Hennur Road,3.0,2700.0,3.0,150.0
3116,Hennur Road,2.0,1232.0,2.0,88.0
3118,Hennur Road,2.0,1310.0,2.0,66.0
3119,Hennur Road,3.0,1552.0,3.0,75.0
3120,Hennur Road,2.0,1015.0,2.0,50.0
3121,Hennur Road,3.0,1186.0,2.0,55.33
3124,Hennur Road,2.0,1232.0,2.0,69.6
3125,Hennur Road,2.0,1195.0,2.0,73.0
3126,Hennur Road,2.0,1020.0,2.0,47.0
3127,Hennur Road,5.0,5100.0,6.0,375.0
3128,Hennur Road,2.0,1061.0,2.0,54.92
3129,Hennur Road,3.0,1585.0,2.0,80.0
3130,Hennur Road,2.0,1020.0,2.0,45.0
3132,Hennur Road,2.0,1232.0,2.0,87.0
3133,Hennur Road,2.0,1066.0,2.0,52.23
3134,Hennur Road,2.0,973.0,2.0,56.0
3135,Hennur Road,2.0,1255.0,2.0,84.0
3136,Hennur Road,2.0,1232.0,2.0,83.0
3141,Hennur Road,3.0,1679.0,3.0,94.86
3142,Hennur Road,3.0,1482.0,2.0,68.9
3146,Hennur Road,2.0,1155.0,2.0,69.18
3147,Hennur Road,2.0,1053.0,2.0,53.0
3148,Hennur Road,2.0,1195.0,2.0,59.0
3151,Hennur Road,2.0,1155.0,2.0,69.18
3152,Hennur Road,4.0,2000.0,4.0,90.0
3157,Hennur Road,2.0,1232.0,2.0,69.61
3159,Hennur Road,2.0,1460.0,2.0,80.3
3160,Hennur Road,3.0,1570.0,3.0,75.99
3162,Hennur Road,2.0,1030.0,2.0,46.5
3163,Hennur Road,2.0,1232.0,2.0,69.61
3164,Hennur Road,3.0,1450.0,3.0,79.0
3166,Hennur Road,2.0,973.0,2.0,50.74
3167,Hennur Road,3.0,1482.0,2.0,83.73
3169,Hennur Road,3.0,1672.0,3.0,86.0
3170,Hennur Road,2.0,1165.0,2.0,67.0
3171,Hennur Road,2.0,980.0,2.0,51.0
3172,Hennur Road,2.0,1232.0,2.0,80.0
3173,Hennur Road,2.0,1085.0,2.0,43.4
3174,Hennur Road,2.0,950.0,2.0,55.0
3175,Hennur Road,2.0,1140.0,2.0,56.0
3177,Hennur Road,3.0,1735.0,3.0,78.0
3178,Hennur Road,3.0,1470.0,2.0,75.0
3179,Hennur Road,2.0,1165.0,2.0,52.0
3180,Hennur Road,2.0,1450.0,2.0,80.0
3181,Hennur Road,2.0,1155.0,2.0,69.18
3183,Hoodi,2.0,985.0,2.0,67.0
3184,Hoodi,3.0,1715.0,2.0,95.0
3185,Hoodi,4.0,2118.0,4.0,111.0
3186,Hoodi,2.0,1425.0,2.0,80.0
3187,Hoodi,2.0,1420.0,2.0,75.0
3189,Hoodi,3.0,1606.0,3.0,89.55
3191,Hoodi,4.0,2090.0,4.0,95.1
3192,Hoodi,4.0,2863.0,4.0,140.0
3193,Hoodi,3.0,1512.0,3.0,75.77
3194,Hoodi,2.0,1026.0,2.0,60.87
3195,Hoodi,2.0,1050.0,2.0,50.0
3196,Hoodi,2.0,1400.0,2.0,78.0
3197,Hoodi,5.0,2400.0,5.0,160.0
3198,Hoodi,2.0,1196.0,2.0,71.74
3199,Hoodi,3.0,1553.0,3.0,83.09
3200,Hoodi,2.0,1500.0,2.0,84.0
3201,Hoodi,2.0,1055.0,2.0,57.63
3203,Hoodi,2.0,1400.0,2.0,82.0
3204,Hoodi,3.0,1746.0,3.0,84.95
3205,Hoodi,1.0,706.0,1.0,48.24
3206,Hoodi,2.0,1257.0,2.0,69.0
3207,Hoodi,2.0,1132.0,2.0,67.9
3209,Hoodi,3.0,1769.0,3.0,96.87
3210,Hoodi,2.0,1257.0,2.0,71.03
3211,Hoodi,2.0,1305.0,2.0,75.0
3212,Hoodi,3.0,1490.0,3.0,79.0
3213,Hoodi,2.0,1240.0,2.0,65.0
3214,Hoodi,3.0,1370.0,3.0,67.0
3215,Hoodi,2.0,1108.0,2.0,74.23
3216,Hoodi,2.0,1257.0,2.0,68.5
3217,Hoodi,2.0,1000.0,2.0,48.0
3218,Hoodi,2.0,1063.0,2.0,61.17
3219,Hoodi,2.0,1259.0,2.0,69.45
3220,Hoodi,1.0,711.0,1.0,42.65
3221,Hoodi,3.0,1559.0,3.0,81.55
3222,Hoodi,1.0,863.0,1.0,40.55
3224,Hoodi,3.0,1350.0,3.0,70.0
3225,Hoodi,2.0,1447.0,3.0,76.0
3227,Hoodi,2.0,1108.0,2.0,66.46
3228,Hoodi,3.0,1400.0,3.0,74.0
3231,Hoodi,3.0,1644.0,3.0,80.51
3232,Hoodi,2.0,1181.0,2.0,55.0
3234,Hoodi,2.0,1258.5,2.0,59.135
3235,Horamavu Agara,2.0,1200.0,2.0,45.0
3237,Horamavu Agara,2.0,755.0,2.0,37.49
3238,Horamavu Agara,2.0,982.0,2.0,47.65
3240,Horamavu Agara,2.0,950.0,2.0,39.0
3242,Horamavu Agara,2.0,1106.0,2.0,43.09
3243,Horamavu Agara,2.0,1079.0,2.0,41.0
3244,Horamavu Agara,2.0,1169.0,2.0,64.0
3246,Horamavu Agara,2.0,1060.0,2.0,37.0
3247,Horamavu Agara,2.0,1107.83,2.0,41.51
3248,Horamavu Agara,2.0,980.0,2.0,38.19
3250,Horamavu Agara,2.0,1145.0,2.0,41.21
3251,Horamavu Agara,5.0,2400.0,3.0,80.0
3252,Horamavu Agara,2.0,1000.0,2.0,46.0
3253,Horamavu Agara,2.0,760.0,2.0,37.49
3254,Horamavu Agara,2.0,1150.0,2.0,42.0
3255,Horamavu Agara,3.0,1364.0,2.0,50.0
3256,Horamavu Agara,2.0,750.0,2.0,37.49
3257,Horamavu Agara,1.0,625.0,1.0,27.0
3258,Horamavu Agara,2.0,1080.0,2.0,38.0
3259,Horamavu Agara,2.0,994.0,2.0,42.28
3260,Horamavu Agara,2.0,1107.83,2.0,41.51
3261,Horamavu Agara,3.0,1300.0,2.0,52.0
3262,Horamavu Agara,2.0,1090.0,2.0,46.0
3265,Horamavu Agara,2.0,1058.0,2.0,47.0
3266,Horamavu Banaswadi,3.0,1554.0,3.0,55.0
3267,Horamavu Banaswadi,3.0,1611.0,3.0,66.0
3268,Horamavu Banaswadi,2.0,1460.0,2.0,80.5
3269,Horamavu Banaswadi,2.0,1156.0,2.0,46.0
3270,Horamavu Banaswadi,2.0,1180.0,2.0,58.0
